radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
1.430941655,1.281168488,1.663895558,1.330185001,0.073927,2.678500827,1.476429586,1.620521752,2.135315399,2.153202406,1.984502976,4.262038292,4.057631523,1.667646605,-1.29956889,3.210368855,1.888496977,4.716777604,2.939342993,3.418311998,0.970530878,0.69355648,1.322482894,0.792853829,-1.25560857,0.864611617,0.439601356,0.944645751,0.444893414,1.016217878
0.488843471,1.083541673,0.482776072,0.363187737,-0.878140548,-0.078408785,0.132723402,0.121662578,0.129061821,-1.333870527,-0.006750704,-0.251706393,0.018270737,-0.082589493,0.908577781,0.322861473,0.616717897,1.316610608,1.121132918,-0.299653288,0.118100903,0.322599039,0.141024667,-0.007171473,-0.843913439,-0.393202139,-0.191677034,-0.041170346,-0.148310114,-1.166906885
-0.112737297,0.771988812,0.067120782,-0.217635773,1.190242199,2.366076318,1.555456369,0.807437038,0.93885872,1.986072184,-0.696224995,-0.086746246,-0.398178605,-0.464423216,-0.203821899,1.891976875,0.76579333,0.726686497,-0.112782104,1.624331391,-0.256388965,1.030346788,0.045793778,-0.321209945,1.433548984,3.293800184,2.023309633,1.615548372,1.123763936,3.275195568
0.117111959,1.918224339,0.195932768,0.011113212,1.247124502,1.044425968,0.942058008,0.637088704,1.792428424,1.129175708,-0.126831739,-0.333280092,0.006400447,-0.171178434,-0.47759212,0.944923593,0.514021488,-0.145234306,-0.238593047,0.631538668,0.2463792,1.863374024,0.501116469,0.109978225,1.551801841,2.564153801,2.063094072,0.860973088,2.129138852,2.776891666
0.15683899,0.195383517,0.114036329,0.084142391,0.164227657,-0.612370674,-0.186268834,0.094602706,-0.822996694,-0.506717565,0.24350827,0.041958924,0.1626926,0.111294988,-0.440623149,-0.773844096,-0.394676093,-0.114441564,-0.779338159,-0.64620484,0.579488972,0.846495074,0.480284712,0.452118574,0.614538459,-0.426887904,0.092086677,0.704277011,0.207288731,-0.098875521
0.568297535,0.323259691,0.663853623,0.408937534,1.467543427,1.852942729,1.046172658,1.388579995,1.285393429,1.524339538,0.591490849,-0.260770137,0.488630981,0.304300174,-0.004988783,-0.026141063,-0.000454393,0.190244516,-0.441826109,0.131174159,0.970530878,0.944115453,0.879064063,0.762995585,2.037952473,1.074353173,0.988434884,1.410170019,1.301563358,1.675086371
1.612550944,0.66503783,1.565125984,1.719484517,0.13863062,-0.031071738,0.741355068,1.18704838,-0.837587629,-1.253138132,1.273031858,-0.362284074,1.483262368,1.584113609,-0.182173403,-0.36565073,0.066795191,0.553274739,-0.844663072,-0.679461696,2.286417927,0.846495074,2.367046717,2.665141363,0.824765759,0.386019521,1.270281273,1.889386176,-0.214580808,-0.431631794
-0.166652555,-1.146153804,-0.185564711,-0.251735001,0.101657123,-0.436466208,-0.27796499,-0.028584138,0.267675705,-0.727669383,-0.487796052,-0.776315916,-0.399662392,-0.368799918,0.473276469,-0.607439687,-0.265808663,0.219416588,-0.089797412,-0.564952295,-0.239836927,-1.04408627,-0.225019065,-0.297498987,0.509424808,-0.48917479,-0.159082554,0.215932927,0.123238095,-0.628738671
-0.297184231,-0.832275921,-0.260876511,-0.383301188,0.792066077,0.429044358,-0.540885842,-0.459222666,0.566789875,0.75242453,-0.793227393,-0.850457344,-0.733514299,-0.564223164,-0.980503353,-0.36285871,-0.494059714,-0.859950056,-0.455133036,-0.517712444,-0.366046219,-0.843964493,-0.332451413,-0.439237827,-0.051181327,0.148312424,-0.39874785,-0.635550513,0.457824281,-0.117146664
-1.31192613,-1.592557904,-1.301660894,-1.082619515,0.429441395,-0.746429191,-0.743094054,-0.725697973,0.012334341,0.885562164,-0.461111377,-0.435156578,-0.473357109,-0.541581326,0.854290012,-0.623075,-0.398982716,0.391207675,-0.032940543,-0.312502528,-1.249511266,-1.629808546,-1.253810272,-0.993547345,0.001375499,-0.886412586,-0.879660233,-0.796202025,-0.728582775,-0.344151775
0.344123569,-1.169404017,0.433391285,0.140690277,0.777845502,2.066906181,1.491482307,1.25353835,2.587634387,1.065439607,0.121263612,-0.919523076,0.256171134,0.100523628,-0.083922533,1.552467208,1.078851738,1.737984974,1.957049858,0.2264097,0.372588492,-1.073372384,0.530876123,0.176193272,0.290438037,2.168187166,1.717496715,1.896992782,2.854883768,0.858975313
1.995633037,0.87196473,1.861434705,2.128675248,-0.147913982,-0.040539147,0.262176798,0.963868867,-0.155461413,-1.418851996,1.033230392,-0.162881698,0.710704324,1.179418224,-0.770346407,-0.719678902,-0.488427976,-0.229509179,-1.174916798,-0.683240884,2.669183813,1.612815051,2.4027583,3.046273066,0.338615127,0.036450261,0.20760535,1.312805466,-0.127297455,-0.480908513
0.715855082,0.486011186,0.742046203,0.709579058,1.11913932,0.783125469,0.799057163,1.102518495,0.66892642,0.071156423,1.448285261,-0.571294019,1.280478246,1.368686408,-0.330715396,-0.371793174,-0.14853599,-0.08040748,-0.709174364,-0.37561497,2.108483514,0.957131504,2.075402117,2.343726149,2.10802824,0.658047963,0.945774462,1.443639084,1.151242028,0.64747299
0.854899693,-0.671849448,0.988970137,0.732596037,1.581308033,2.333887126,1.6821501,2.34984972,4.480808217,1.605071933,2.310849332,-0.436606778,2.181136504,1.562131241,0.329064175,0.698667404,0.179761241,1.972982216,0.306990948,1.379062081,1.237432496,-0.695906918,1.343314651,1.01942521,0.969297028,0.893848319,0.542178103,2.135840201,1.883452377,1.215539439
0.128462539,0.520886506,0.22391748,-0.02866922,0.642750032,1.56134652,0.673617825,1.00278354,1.606394001,0.912472963,-0.543329023,-0.423554986,-0.37394343,-0.42397566,-0.862269255,0.283214785,-0.168412714,0.279381401,-0.726110452,-0.03170885,0.279483277,1.225587547,0.450525059,0.02865842,0.88170232,2.606102112,1.350329482,2.365559692,2.203491338,2.411468804
1.272033528,0.223283773,1.24000947,1.247778534,-0.139381636,0.042774055,0.755153395,0.731669398,-0.418098245,-0.822565357,1.61452357,1.145922985,1.368021635,1.169526158,1.235303555,0.097266234,0.62665626,1.185336287,0.288845139,0.15951807,1.042946046,0.257518786,0.971318988,0.917555907,0.062691795,-0.270535107,0.347090552,0.523239796,-0.904765839,-0.539043968
0.332772989,1.390444492,0.429275886,0.220255141,0.841838093,1.237561119,0.997251316,0.994536722,0.41723279,0.368591563,0.12198482,-0.371347818,0.312555011,0.06952849,-0.60215424,0.284331593,0.128081757,-0.156579,-0.346258181,-0.312880447,0.827769547,1.795039759,1.251059727,0.68220269,1.38975163,2.26733772,1.731876633,1.335625283,1.8204144,0.820218343
0.976918434,-0.985727331,0.947816148,0.853079974,0.150007081,0.215080906,0.124820723,0.788881698,-0.264893426,-0.185204341,0.703638602,-0.714863729,0.884801911,0.456418157,-0.470931044,0.270929896,0.072095651,0.282622742,-0.156332045,-0.019993366,0.773975422,-1.001784106,0.822520723,0.608435263,-0.300826246,0.171193321,-0.111628825,0.471514877,-0.233977109,-0.263315809
1.277708818,1.35324415,1.351125241,1.23072892,0.713852911,1.597322676,1.795045504,1.945240211,1.35470037,-0.117219166,1.534469547,0.451640168,1.339335101,1.421444089,-0.264104637,0.46134568,0.664753315,-0.035028702,-0.057134956,0.289144223,1.423642928,1.355748052,1.584367841,1.386505974,0.732791315,1.089607104,1.635051854,1.067872763,0.878077461,0.768173269
-0.649052227,-0.137094537,-0.577762227,-0.608924411,1.033815866,0.8948409,0.413958397,0.0747588,1.785132956,2.151786048,0.278847433,-0.338718339,0.301179317,0.014572571,-0.496243133,0.483681842,0.336456084,-0.219785155,0.264650726,0.707500349,0.113962893,0.39744133,0.3612461,0.014256208,1.372232688,2.054418262,2.029540931,0.60843378,3.006821456,3.114630977
0.820847952,1.090516738,0.857277372,0.694518566,1.6595212,0.856971262,1.917976055,1.839577855,1.591803066,0.144807029,0.705802224,0.328373245,0.560347316,0.603260372,0.408664032,0.298291695,0.613736389,-0.109579552,0.057788502,0.022333541,0.953978839,1.043362839,0.858232306,0.813930237,1.359093482,0.645971934,1.373816681,1.066351442,1.017084282,0.048400965
1.459318106,1.669447054,1.478702607,1.441007491,-0.167111759,1.279217721,0.964637089,0.696104995,0.150948224,-0.026572267,0.543169952,-1.106961309,0.327392874,0.611833495,-0.674759968,0.430075052,0.101910737,-0.348952605,-0.618445318,0.038206131,1.630543407,0.849749087,1.611151529,1.637666497,0.811626553,2.572416347,1.614919969,0.972029531,1.246607173,1.56988888
0.568297535,-0.327746288,0.618584235,0.432806994,0.543206001,0.97626062,0.584555896,0.737081372,0.679869622,0.333182618,-0.256649074,-0.962847774,-0.337837964,-0.116662163,-0.951194619,0.178793226,-0.174044453,-0.442303233,-0.424890021,0.008350545,0.815355518,0.257518786,0.757049486,0.668151751,0.535703221,2.072850095,1.223306875,1.092213901,2.213189488,2.178926983
0.741393888,0.534836634,0.746161602,0.609838817,-0.018506742,0.554014162,0.577029535,0.290206921,0.307800777,-0.883468743,0.203120654,-0.538664539,0.070203256,0.106678691,-0.421306028,-0.027257871,0.167503927,0.024936111,0.888866561,-0.427011928,0.773975422,0.543871898,0.780857208,0.611947998,1.048132266,0.821392145,1.288016505,1.014626523,3.171690011,0.132005287
0.03482025,0.565061912,0.068355402,-0.062200127,0.13294239,0.103365475,0.540652128,0.181967434,0.267675705,-0.219196929,-0.429738855,-0.358658576,-0.103399736,-0.339123722,-0.387334541,0.249710542,0.538536115,-0.03016669,-0.031730823,0.085823901,-0.078454553,0.761890745,0.26601521,-0.142236118,0.535703221,1.077531075,1.181125783,0.457822987,1.115682144,0.966387488
-0.311372457,-0.202195135,-0.385161558,-0.372503099,-0.464321793,-1.262592351,-0.792517153,-0.507415009,-1.257077014,-0.590282676,-0.797915241,2.039608178,-0.838863124,-0.575434172,-0.895574635,-1.149147463,-0.611663667,-0.025304679,0.746119529,-0.762603835,-0.614326794,-0.466499027,-0.678556178,-0.5878265,-1.54861287,-1.322484348,-1.073022194,-0.980890411,-1.476956708,-1.232240063
0.24480599,1.374169343,0.146959521,0.124777304,-0.177066162,-1.004132074,-0.813089204,-0.513600122,-0.899599104,-1.09875513,2.916663563,1.760444852,2.577307434,1.443426457,-0.052615476,-0.811815572,-0.454306266,1.195060311,-1.531542434,-0.771295967,-0.264664984,-0.077644516,-0.348819222,-0.319277941,-1.686136562,-1.289942628,-1.189739193,-1.3024977,-2.159059947,-1.60043128
-0.183678426,0.35580999,-0.146879961,-0.271910377,0.372559092,0.40064213,0.219527423,0.140991057,-0.334200368,0.197212268,-0.692979562,-1.133789993,-0.653389842,-0.47959105,-0.557525031,-0.172442926,-0.046502138,0.133521044,-0.819258939,-0.229738308,-0.152938725,0.055770002,0.001154298,-0.246213062,1.253979831,1.069268529,1.10635021,1.691614429,-0.151542831,1.281979959
-0.195029006,0.532511613,-0.238241817,-0.261112289,-1.048076429,-0.833718706,-0.723776396,-0.737295061,-0.100745407,-0.981197432,-0.601025616,-0.707612734,-0.640035765,-0.435406491,-1.252608304,-0.807348339,-0.596093566,-0.796581834,-0.815629777,-0.948161972,-0.070178534,0.743993676,-0.141692037,-0.162785615,-1.00596365,-0.317568062,-0.305278384,-0.051819593,0.150716187,-0.691303494
-0.901602644,0.479036122,-0.825920781,-0.806415771,1.872829837,0.3305833,0.195693949,0.200265062,0.304153043,0.835989641,-0.607877087,0.382755711,-0.516386911,-0.513663719,0.340721058,-0.437684853,-0.196902686,-0.231129849,-0.843453351,-0.285292373,-0.709501015,1.572139893,-0.596419536,-0.643854617,2.563520725,0.098737147,0.623664304,0.422832601,0.102225436,0.670727172
1.402565204,1.28349351,1.495164203,1.276194557,-0.394640972,2.171047684,1.529114108,1.306369528,1.81796256,0.089569074,2.076817525,0.814189942,2.949737785,1.419245853,-0.164188498,4.194835209,2.164452166,2.36356384,3.96639579,1.455401681,1.618129378,1.219079521,2.087305978,1.353134995,-0.335864129,3.115202071,2.16662948,2.049124896,2.859732843,1.099268528
-0.240431328,0.230258837,-0.191326269,-0.31169281,0.550316289,0.743362349,0.121308422,0.32628675,0.592324011,0.711350154,-0.125389324,-0.710513132,-0.217156682,-0.197996922,-0.655775901,-0.223816099,-0.332726969,-0.362404171,-0.405534491,-0.180608862,0.229827162,0.377917254,0.173760286,0.046749003,0.903600997,0.750842712,0.451584621,0.526282438,1.354903185,1.038364718
-0.271645425,0.585987104,-0.269518849,-0.350622761,0.055440252,0.006797899,-0.077889246,0.092798715,-0.23935929,-0.145546323,-0.762215474,-1.095903541,-0.757749475,-0.568179991,-1.229294539,-0.649878395,-0.575554284,-0.801119712,-1.13862518,-0.784145207,-0.00810839,0.685421448,-0.052413078,-0.245686151,0.78534814,0.865247197,0.482261779,0.701234369,1.280550699,0.677371224
1.283384108,-0.392846886,1.305855853,1.196629693,0.962712987,1.216732819,1.362279789,1.339614513,0.347925848,-0.326840123,0.806771263,-1.003453349,0.705758369,0.686353721,-0.248784162,0.807556195,0.783351103,0.835271429,0.452157421,-0.098222561,1.355365769,-0.708922968,1.289747276,1.205600143,1.556181576,1.619045638,2.216000531,1.874172965,1.451884688,0.43763168
-1.683090114,-0.569548508,-1.65681982,-1.28721488,-0.736645819,-0.850381346,-0.914695068,-1.108221473,-0.155461413,0.316186324,-0.897441865,-0.471592831,-0.876452375,-0.70633917,0.64180169,-0.503576532,-0.530500376,-0.952814484,0.62877663,-0.45837919,-1.511447273,-0.604794564,-1.488018741,-1.121235247,-0.116877358,-0.753576267,-0.974903222,-1.353461958,0.330131968,-0.54568802
-0.271645425,-0.146394622,-0.246472615,-0.341813794,1.382219972,0.355198565,0.423993544,0.63090359,1.154075013,0.704268364,-0.425772214,-0.58579601,-0.479292254,-0.353632084,-0.169517358,-0.118277732,-0.094206276,0.057349524,-0.376501196,-0.057407329,-0.123972658,0.369782222,-0.132764141,-0.212842083,2.024813267,1.031769281,1.094846276,1.432989836,1.615136885,1.879944642
-0.58946168,-1.083378227,-0.573235288,-0.584202471,0.47921341,-0.254123903,-0.286996622,-0.552257082,-0.498348388,-0.33533827,-0.510514085,-0.883630649,-0.50352743,-0.449914854,-0.517225522,-0.625867021,-0.287341781,-0.994465719,-0.757563188,-0.5188462,-0.519152574,-0.80979736,-0.517258858,-0.52336782,0.745930522,-0.245747469,0.157275637,-0.747367617,-0.248524334,-0.051813486
-0.18084078,0.69991315,-0.208199405,-0.266795493,-0.628569443,-0.518075277,-0.517930443,-0.388609287,-0.009552062,-0.795654558,-0.617973991,0.246799546,-0.559416712,-0.442660672,-0.861270094,-0.650995203,-0.362542055,0.007108734,-0.499892698,-0.694956367,-0.231560908,0.999433668,-0.245850822,-0.319277941,-0.708141641,-0.528580779,-0.210850258,0.206805,-0.048095894,-0.818094154
-0.671753388,0.537161656,-0.709866532,-0.64501276,-0.710337754,-1.035374525,-0.906039753,-0.973360227,-1.154940468,-0.55487373,0.003706803,-0.012423542,-0.114280835,-0.260866493,-0.394328671,-0.877818931,-0.669637446,-0.70517601,0.425543567,-0.765627185,-0.680534948,0.006959813,-0.722600465,-0.639463698,-1.045381269,-1.068506391,-1.039948383,-1.178357895,-0.756060868,-1.014093688
-0.138276103,-0.685799576,-0.195853208,-0.236106188,-1.387237161,-0.828416956,-0.880951886,-0.816670684,-1.672918664,-0.462810473,-0.786015319,-0.531957368,-0.700871002,-0.566861049,-0.85394291,-0.765468035,-0.699121254,-0.622359741,-0.882164411,-0.470094673,-0.330873138,-0.404672786,-0.332749009,-0.393221004,-1.027862327,-0.61057066,-0.801385547,-0.437322369,-0.896684047,-0.204626683
-0.620675776,-0.244045519,-0.669124082,-0.617449218,-0.977684579,-1.076084386,-0.866526362,-0.91305537,0.205664231,-0.240442296,-0.641413232,-1.058560915,-0.665754727,-0.502672536,0.056293116,-0.954767011,-0.622264586,-0.61522879,-0.070441882,-0.438349493,-0.65570689,-0.707295962,-0.702066304,-0.620670568,-0.786976879,-1.050010999,-0.863554725,-0.78570491,-0.187102716,-0.546241691
1.161365367,-0.137094537,1.16593229,1.074440794,1.311117093,0.836142961,1.108892327,1.471048175,1.022756597,0.042829266,1.545287658,0.681859275,0.994602094,1.285373235,-1.046448004,0.230724804,-0.123358806,-0.417182838,0.749748691,0.503046271,0.896046705,-0.251734192,0.828472653,0.773533789,-0.19133286,-0.156130622,-0.047398526,0.272221809,0.194357864,-0.225666181
0.276020086,0.634812552,0.217744382,0.164559736,-0.412416691,-0.634903109,-0.454959895,-0.40149494,-0.713564681,-0.843810724,-0.341390946,-0.694198392,-0.38037317,-0.229211884,-0.787998258,-0.847553432,-0.525531195,-0.417182838,-1.160400151,-0.818535819,0.378795507,0.978282586,0.31065469,0.262430906,0.286058302,-0.308669936,-0.004738103,0.584092642,-0.364902138,-0.288784675
-0.739856872,-0.12546943,-0.766659037,-0.698719043,-0.079655218,-0.939374994,-0.733058907,-0.673639935,0.395346387,-0.527962932,-0.289464012,-0.467242233,-0.337837964,-0.370778331,0.42864726,-0.935669592,-0.609675994,-0.506643858,1.407836702,-0.532451277,-0.709501015,-0.521817242,-0.757419259,-0.657554282,-0.327104659,-1.061832796,-0.869642224,-0.782662267,0.655020004,-0.752207304
1.442292236,-0.167319814,1.379933033,1.412591468,0.635639744,0.423363912,0.545669701,1.057160996,0.384403186,-0.45147961,1.16232652,-0.043240273,0.974818277,1.366488171,-0.194163339,-0.135029854,-0.080955127,0.58082614,-0.24464165,-0.448553301,2.042275361,0.400695342,1.87006051,2.220780438,1.315296127,0.615464072,0.554640698,1.437553799,1.028398791,-0.055689183
0.165351926,0.534836634,0.147371061,0.005714168,1.232903927,0.608925136,0.5080379,0.832692918,0.785653901,0.677357566,0.062845812,-0.121188474,-0.064821293,-0.005431383,-1.126380915,0.171533974,-0.204522097,0.14972775,-0.286981871,0.118324919,0.331208396,0.81720896,0.251135384,0.184272562,0.194083858,1.11058126,0.414676165,1.046574267,1.288632491,1.40932429
-0.305697166,0.004731766,-0.385161558,-0.362841651,-1.120601365,-1.258237342,-1.105212334,-1.153321259,0.026925276,-1.103004204,-0.004226478,-0.005172547,-0.134064652,-0.162165663,0.149881232,-0.942873004,-1.033646525,-1.236431845,0.164243916,-0.304188314,-0.421909349,-0.557611381,-0.506545383,-0.450478578,-1.325684336,-1.222571098,-1.29583902,-1.574509919,-0.746362717,-1.165799543
-1.563341489,-1.743684292,-1.548584829,-1.222994668,0.082459346,-0.97743398,-0.855362261,-1.059719874,-0.469166518,1.284975067,-0.89888428,-1.155180429,-0.900192956,-0.703767233,1.022149125,-0.83359333,-0.400307831,-0.98117622,0.043271855,-0.380527914,-1.399100313,-1.67211071,-1.409453257,-1.063802036,1.792687289,-0.828574763,-0.744824537,-1.071256887,0.516013183,0.349597991
-1.122938965,-1.025252693,-1.1284026,-0.974638627,1.211573063,-0.449341885,-0.977916494,-0.928260441,3.397431286,0.963461844,0.398928468,0.406321447,0.220560264,-0.125674933,0.15754147,-0.809023552,-0.80264586,-0.583949847,2.57521709,0.81558513,-1.086059887,-1.338574414,-1.113047113,-0.899230421,-0.213231537,-0.988995274,-1.200763797,-1.351179976,1.060725959,-0.207395038
-1.569016779,0.393010332,-1.535415552,-1.230666995,1.986594443,-0.278549819,-0.737574723,-1.022093767,0.05975488,0.675941208,-0.169382977,1.541102239,-0.184513384,-0.482448757,1.628307035,0.342964019,-0.062734796,-0.411186357,1.575987867,-0.282269023,-1.387100085,0.221724647,-1.345172407,-1.065558404,1.380992159,-0.536843326,-0.873237203,-1.320905685,0.115156303,-0.377925707
0.03482025,0.66503783,0.183175031,-0.026111778,0.607198592,1.826433983,1.564237123,0.969280842,0.501130667,1.433692638,1.076142233,0.092715892,1.239921422,0.4493838,0.788012306,2.51738942,1.228921007,1.083234037,-0.428519183,0.87605214,0.289828301,0.623595208,0.352318204,0.138607012,1.385371894,2.354412245,2.013243691,0.972029531,-0.091737571,1.619719271
-1.405852184,-1.262404871,-1.348576442,-1.119560344,-1.361640125,-0.318691635,-0.362761982,-0.698895815,1.931042307,0.967710917,0.016688537,1.900026515,-0.127634911,-0.369679212,0.565199316,0.776285568,0.371902909,0.616480894,2.586104575,0.766077765,-1.295029372,-1.048967289,-1.240120831,-1.001977908,-1.489486441,-0.549554935,-0.635057832,-0.969632635,0.616227403,0.052830333
-0.410690036,1.057966439,-0.381869239,-0.442974836,1.126249608,0.413896503,0.301062993,0.51055159,0.34063038,0.439409454,0.073303319,-0.070431506,0.030141027,-0.085227377,0.246466833,0.055944334,-0.071679322,0.178899822,-0.507151022,-0.073279919,0.169826022,1.267889711,0.135072737,0.013553661,2.30949607,0.965033332,0.624143634,0.867058373,0.7794796,1.060511558
0.185215442,1.081216652,0.22350594,0.038108434,1.481764003,0.82478207,0.475423672,1.066180953,0.515721602,0.530056354,-0.171185995,0.116281628,-0.205780988,-0.112045866,-0.112565159,-0.132796238,-0.289660733,0.007108734,-0.186575061,-0.215755312,0.215344128,1.25487366,0.218399765,0.078187977,1.420409778,0.555083927,0.144813042,0.711883617,0.67926538,0.285925826
-1.322992946,0.399985396,-1.311126312,-1.095406725,0.571647153,-0.503874163,-0.841438494,-0.873109845,-0.34514357,0.877064018,-0.613286142,1.439588302,-0.596511368,-0.574554877,1.158701182,-0.44271049,-0.488759255,-0.399193394,0.27190905,0.167076446,-1.21226918,0.957131504,-1.197266931,-0.965796742,0.982436235,-0.558453062,-0.853536716,-0.752083713,-0.036781386,0.452027126
-0.799447419,-0.058043811,-0.83003618,-0.741058918,-1.064430091,-1.085551795,-0.648638233,-0.686010162,-1.078338059,-0.867888807,-0.477699148,-0.496608765,-0.511935552,-0.487724526,0.746380582,-0.908084431,-0.373142975,-0.458834074,0.155775872,-0.623151793,-0.815020259,-0.298917376,-0.870803537,-0.72693079,-0.147535506,-1.034629952,-0.612529294,-0.684537054,-0.809400694,-0.97090735
-1.446714274,-0.455622462,-1.365449577,-1.149113008,0.728073486,0.699812266,2.812358532,-0.133215642,1.092063539,2.501626428,-0.280448919,-0.041427524,-0.485227399,-0.498276062,0.835305945,3.382915709,9.007677078,3.472102555,2.592153178,2.178360371,-1.232959228,-0.492531128,-1.2427992,-0.976334945,0.693373696,1.158249795,4.696536347,0.918783291,2.145302436,1.857797802
-0.382313585,-0.650924256,-0.436192504,-0.433029228,0.13863062,-0.984629211,-0.655662835,-0.52262008,-0.808405759,-0.887717816,-0.607155879,-0.622957361,-0.689989903,-0.483767699,0.30674957,-1.109333254,-0.531494212,-0.507940394,0.241666035,-0.713852308,-0.581222718,-0.962735954,-0.642546998,-0.572019194,-0.121257093,-1.167275596,-0.806658184,-0.848687605,-0.836878787,-1.098805352
