var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99
-0.036598436,-0.88511768,0.10963577,-0.620307322,1.047283592,-0.059521886,-0.822402856,-0.373066693,0.450844361,-0.606352643,-0.785979232,0.258543145,0.299840316,-0.531962866,-0.420489411,0.293319865,-1.374961,-1.384235142,-0.731930096,-0.178861282,0.256222026,1.397245998,0.900166977,-0.183564347,-0.099993286,-0.989411194,-0.099600137,-0.263761075,0.30284349,-0.82174136,0.565639126,1.428807529,-0.210470768,1.28545247,0.336548733,0.819971282,0.606763874,1.367345188,-1.988931011,0.77597974,1.003552127,-1.31691413,-0.885881083,-0.850468962,-0.736610033,-0.498211439,0.258025864,0.822421689,1.046487527,-0.829541395,-0.815999066,1.269432623,0.542207381,0.069402008,0.512715566,-0.042988247,0.568690626,-0.276023869,0.382215082,-1.496374275,-0.748879417,-0.655773253,-0.358307813,-0.831814893,-0.544931423,-1.535859462,0.470074985,-0.102288811,-1.624037368,-0.882433799,0.348295335,-0.531272936,-0.709454692,-0.168336165,0.411525867,-1.445676856,0.505972941,-0.816989255,-0.055384426,0.010121567,-0.476465062,-1.051184579,-0.247900405,1.525535529,-1.362476358,1.726707729,-0.17639846,0.032740812,-1.22463012,-0.787062159,-0.515479212,-1.001576842,-0.208533872,-0.383282298,1.8927733,-1.199341371,0.031520207,0.274671252,-1.088192861,0.666698691
0.368448372,0.677319373,-0.365096926,0.259602699,0.039519711,0.183424386,-0.771707953,-0.028528139,0.536120659,1.410545612,0.8449438,2.227955998,-0.729148969,0.825277005,0.229772168,2.268240148,-0.759655802,-0.816366138,-0.611252609,-2.129970463,-0.578815938,-0.725788578,0.191606463,0.311916818,1.797350149,1.025489578,-0.672628146,-0.865778123,0.469408417,-1.299350837,1.902845249,1.077158695,-0.610889624,-0.417993207,-2.415825501,0.788069018,-1.144083614,-1.012764395,0.696233733,-0.240646791,0.936993924,1.180941713,-0.648046386,0.753389517,-0.762057996,2.215017904,-0.737245808,0.980314165,0.812838516,0.335790162,-0.640050525,-0.228383564,-2.186448946,0.211374614,0.39289893,0.131176017,-2.953162594,-1.215765009,-0.660525579,0.238191452,0.244567061,-0.185210622,0.609562343,-0.92663933,0.549679529,0.507957801,0.310468573,-0.195286958,1.860042854,0.503927822,-0.941875587,0.262077452,0.635433945,-0.679219079,1.163460483,0.393031536,-2.407367767,0.354201973,-0.454451343,0.605614216,0.988758699,0.18748145,1.720742451,-0.199068459,0.549408685,0.807237636,-0.007898384,0.773827589,-0.705487155,-0.434363374,-1.354792127,0.238962369,0.346227978,1.19124418,0.812689834,-0.325991903,-1.319155443,0.460249436,1.193553563,0.732290219
-1.700869529,1.330610847,-0.079793937,1.249318767,-1.643026556,-0.508536401,-0.020032797,-0.006145904,-0.41427754,0.581417384,-1.01063853,-0.139637848,0.173115758,0.473109822,0.75472004,-1.075268824,-1.457698972,1.301506439,0.333178551,-0.725288059,1.494058141,0.105384114,1.222393308,0.041075675,1.982137251,1.855938506,-0.336092126,0.980473763,0.620474756,1.305560719,-0.947017201,0.586074234,1.086262398,1.070425626,-0.153354819,-0.457010574,-0.758724546,-0.055758636,-0.084113451,0.314418668,-0.119509394,-0.135946626,-0.778221952,0.898119632,0.031781046,-0.191119825,-0.795194734,-1.340638835,1.269434465,0.576702072,-1.603216817,0.705227707,0.810887001,0.111035695,1.601991342,0.219931099,-1.386017238,0.432884779,0.357699829,-0.623175396,0.533535013,-1.575616186,0.950185121,-0.78580324,-0.976929456,-0.096782623,0.362150252,0.127982963,-0.675609186,-0.53925263,-1.104718291,-0.212117075,0.934709535,-0.098367035,0.931672844,1.478395092,-0.640332172,-0.163529059,2.195589623,1.549046448,-1.617088163,0.382593542,0.04094372,0.761833535,-0.768941697,-0.896803128,-0.608452918,-0.572667074,0.782183237,-1.201693701,-0.639579909,-1.718002509,1.054380036,1.282331229,-0.327095892,-0.339028841,0.401155011,1.505113203,0.459002066,-0.661654966
-1.745492704,-1.166624501,-1.995237201,-0.2222092,0.777600571,1.577847417,0.046466933,1.569281951,-1.346603573,-1.747158799,-0.084104227,0.403326279,0.017605274,-2.067543906,-0.040974975,-1.256673116,0.66176176,0.390223947,-0.95638985,-0.485674965,-1.111238574,-0.064073493,0.99782812,-0.999124724,0.42366459,-0.502159013,-0.894258677,-0.08443801,-1.033964063,-0.556701638,-1.184426838,1.858776308,-0.050461542,-1.64310989,-1.049450639,0.139669892,-0.676008901,0.186285589,-0.567020211,-0.95320605,-1.176683267,1.526078599,0.867359924,1.667734857,0.473969059,-0.44651635,1.407741794,-0.062200435,0.200060661,-0.026674323,-2.939790892,1.564370684,0.390453625,0.317088442,-0.005508742,0.163094914,-0.56085834,0.687046073,-1.233740296,0.136563909,0.521349426,-0.211622714,0.356121065,-0.893448123,-0.958631987,0.263392,0.591169211,-1.777066261,0.570518191,-0.577995063,-0.175121527,-1.329805092,-0.852974862,0.867045646,0.098183107,-0.380328089,-0.165422129,0.55601508,0.415990683,-0.031068785,1.136890597,0.97540509,0.457501879,0.023977,0.580691213,0.298812851,1.193933507,0.894238339,-1.152402089,-1.105363814,-0.72110365,0.947110881,-1.628637776,0.41255073,0.375824537,1.108591359,0.113400086,-1.321321435,-0.972105389,-1.126506087
-0.709277149,0.208642813,-0.077592771,-0.174919091,0.669366605,0.838437465,-0.53748129,-0.626500577,-0.238832825,-2.346300587,-1.42038136,1.416974426,1.72290271,-0.278173965,0.620512192,0.373214579,2.978783756,1.143369143,-0.133338527,-0.936748749,-1.65740876,0.188794279,-0.716797901,-1.430246119,-0.728264012,-1.0709363,1.650766181,0.89168397,-0.022696444,1.413397838,0.115208179,-0.954035136,1.602540074,-0.558138788,-0.124596032,-1.229415345,1.479738777,-1.280514178,1.366332017,1.295070699,0.917348909,-0.684870384,0.327418162,-1.266629892,0.827919713,-0.090720013,-0.435505976,-1.234170049,-2.454233362,-1.032245767,1.161606595,-0.485062853,-0.252977672,0.643780234,1.802998689,1.401926571,-0.938483737,-1.900106176,2.526163012,2.141312088,0.141996418,-1.206829059,0.923975809,-0.053540648,-0.142447665,0.939208162,0.270199955,-1.133215856,-0.263822659,0.6792629,0.519981138,0.275823602,0.803323701,-0.453988271,0.245213546,-3.406576238,-0.500972038,0.848493216,-0.4383749,-0.437909469,-0.988734188,1.00884406,0.593819028,0.760840749,-1.713324099,-0.193076995,-0.197557412,-0.282217973,-0.728018081,-0.35702258,0.886751264,-1.837361223,1.854247268,0.500974454,-0.036861195,0.855050321,-1.607724278,-0.640707551,-0.095133054,1.317967978
0.502693092,-1.022908138,-0.155228521,-0.814063869,-1.421452607,1.005875562,1.819110262,-1.446021046,0.601251584,-0.693358234,-0.479205802,-0.603773186,-0.827384113,0.014632333,-0.778135902,0.332063539,-0.030602141,-0.215457878,-0.923632378,-0.549918191,0.699842592,0.471411114,-0.938407324,0.072495494,0.671286628,-1.677440378,0.477001978,-0.632979854,0.546862302,-0.759766935,-1.803039874,-1.716714831,-0.036217071,-0.064830651,0.503356109,-0.592917624,0.482148009,1.616443378,1.009418635,0.025647047,0.692529755,0.560959495,0.489574301,1.064290356,1.012616658,-0.143862419,0.682785812,-0.406727933,-0.925177692,-0.255587129,-0.039682131,-1.770059875,0.750329111,-2.789192709,2.683453576,1.59056472,-0.222284503,0.073249588,0.417250385,-0.609569497,0.146231557,-0.160861265,-0.08977806,0.221669195,-1.29138637,0.060827084,0.110797538,0.095209334,-0.15650917,1.176907904,-0.334147893,0.241044251,1.140954722,-0.173095101,0.281307523,-0.090733595,1.198140324,-0.239287623,1.282665626,-0.060771551,-0.807490218,0.679576253,-0.26705394,0.564949565,-2.678837144,-0.021429292,-0.383822317,-1.062466448,-0.661772785,-0.587230829,-0.043847108,-1.311572341,0.336903985,1.376810702,0.292635455,0.758074129,1.077447632,1.266382222,1.987990348,-0.471340457
0.229515891,-0.892068882,0.669719205,-1.581353366,-0.042849898,-1.115710964,-0.65467251,-0.005729468,-0.825635841,-0.427003111,0.887991577,-0.587784696,0.90029647,-1.14478232,0.574053674,1.513444664,-2.359355517,-0.773529966,0.581279376,-0.168238133,0.316343363,-0.57837972,0.127685668,-0.179355827,1.08815535,0.307409406,0.265850779,-0.385415523,-0.494858643,-0.439391293,0.438356175,-0.515791682,0.232298563,-0.73936238,0.834131168,0.841583631,0.775024132,1.821031181,0.007473287,0.534383584,-0.978268202,2.087573256,-0.343384138,-0.321164554,-0.372083332,-0.661293858,-0.776054182,-0.545128121,-1.360673215,-0.776516592,2.006359322,0.677167342,0.814222394,1.166972883,1.830565984,-1.900439603,-1.197796186,-0.748797955,-0.375089752,-0.33180972,-0.504049891,0.176478599,0.034430227,-0.63815335,-2.116351602,-0.999982278,-0.553836687,-0.256059536,-1.056940199,-0.523298478,-1.102686586,-0.113003796,-1.058475676,-0.938677927,-1.254626626,-0.148487982,-0.920757174,1.00062656,0.380367587,-0.02568675,-0.745771137,0.375857617,0.7373474,0.108175545,1.491528228,0.449441343,1.041188464,0.130628881,0.634830017,-0.812866463,-0.469333134,0.343011228,0.363725266,0.524569037,1.12790875,-1.456037202,-1.104325489,0.256340908,-0.726267471,3.248755824
2.006106318,0.855454223,-0.290261344,1.213583222,-0.40091847,-1.9367792,-0.998756324,-1.916392158,-0.315482886,-0.023623168,1.501496764,0.344395281,-0.171871041,0.783047213,-2.149634076,0.296915744,0.759082357,-1.455373532,1.155700579,0.384829445,-0.468563334,0.5966985,2.315786824,0.154007285,0.167547576,-0.429013455,-0.95272365,0.841031176,-0.857596368,0.048993083,-0.450432327,0.379969656,0.281056958,0.49951425,-0.02085204,-0.51100455,-0.498391816,0.027253577,0.109903866,-0.350426999,-0.264660262,1.312374868,1.356897688,0.2253907,-1.321002554,0.521406135,1.653423094,1.318607908,0.705259848,1.453075094,0.091311988,0.567372315,-0.751333679,0.27942009,1.341891105,-0.639827382,-0.826832498,0.162275751,-0.125844516,0.582263189,-0.510436808,1.568452647,-1.235731402,1.241208444,-0.766293878,-1.825165511,0.180206754,-0.263094228,-1.037176353,-1.766166948,0.007236633,0.991468745,0.479986742,-0.037710065,0.547911323,-0.020790044,-1.488071151,-1.47777567,-0.245858926,-0.120118432,0.89591037,0.75877614,0.651003028,-0.296171822,-1.380740762,0.400154508,0.638098487,-2.383610262,-0.958354915,-0.70592747,0.128598006,-0.768009487,-0.031166791,-0.188257053,-0.155932386,-0.75375594,-0.750575536,-1.057563199,0.429141274,0.555656403
0.990588502,-0.503968895,-0.234382568,-0.914766564,-0.438838514,0.461006776,0.706039093,-0.971488428,0.908643305,1.314943636,0.345240873,1.942896681,-0.735696714,-1.257894693,-1.719940678,1.568398045,0.647040573,-0.032053462,0.280118274,-1.110314419,2.386921019,0.118254972,0.15053242,0.691171605,0.400601094,0.275903961,-0.89179743,0.486718439,1.837859689,1.28307393,1.660016205,-0.605601484,-1.189082433,-0.791693738,1.565477578,-0.288986436,1.540095582,-0.621378492,-2.06731016,0.510371798,0.26173739,0.028710766,-0.645382937,-0.054209752,-0.529051403,-0.318949905,0.895288201,0.151670935,0.582817582,-0.217589489,-0.308150593,-1.251365717,-0.448548225,-3.344614819,-0.517276625,-0.098521771,0.608047377,-0.207897679,0.463088161,-2.140499281,-0.107391717,-1.586607576,-1.157724945,-0.128828342,1.187077885,0.401577356,-0.024628116,-0.043437247,-0.647004777,-0.578811323,0.438042769,-1.37576488,0.487503066,-0.480640986,0.897531434,0.978562842,-1.733175297,-0.584114461,-0.916650377,-1.838243482,-0.979851235,2.470145005,0.655419627,1.804638059,0.746017021,-0.795501368,-0.303052274,0.584082471,0.383552222,-0.590911419,-1.559550468,3.175103454,-0.138153122,-0.302607472,0.12180824,-0.284298695,0.052650659,1.316996566,-0.098766408,-1.108001337
-0.147694295,0.052876322,1.123128893,-1.611565081,1.627771127,-0.070392435,-0.437399967,-1.061074515,-1.622035322,0.78193987,0.033869962,-1.323228953,-1.26557313,-0.363537431,1.706100678,-0.202632563,-1.427912842,-0.222254417,-0.280122149,-2.715156507,-0.10827126,-0.223936496,0.738418172,1.8004507,1.046891421,-0.232499477,-1.216133765,2.561932815,0.043447977,-0.00684429,0.011773744,0.100386413,-0.250022387,-0.180413843,-0.403870729,1.63256858,1.176003052,0.101917217,-1.305951048,-1.121323316,0.026212502,0.324594704,-0.381002547,-0.488915003,-0.606853208,-0.040159075,-2.534902529,-1.113675196,-0.633989059,1.236028195,-0.784792461,0.110402674,0.132761429,1.288036537,1.27704746,-0.072529668,-0.438229792,-0.607376709,-0.140611542,-0.460264596,0.513270622,0.363112121,0.567915152,1.246484472,1.748466589,0.148259088,0.98370361,-0.353779997,1.223778754,1.097205528,1.01250778,0.107447527,-0.682932896,-1.48150407,0.024670529,1.556873677,-0.360164637,0.871091188,0.830847191,-0.248070255,1.359356654,-2.966876205,-1.193467655,-0.903546454,-0.840871042,0.321604045,0.394097699,0.390242669,0.550863031,-0.967947621,-1.25701563,0.388268577,-0.646089629,-1.538121507,0.996370569,1.338979884,1.565256966,0.21364391,0.686354404,1.322101522
